Citation,Article Title,DOI,Wetland name,System,Class,Regime,Artificial,CW Water Chem,CW Soil ,Additional Modifiers,Source,Number Pools,Landuse,Nutrient Event Sampling,Category,Data_year first year of sampling,Location,Watershed Area (km^2),Lat,Long,Frequency,Age (years),Years monitored,Surface.area,What is P measured in?,How,Load_method,Notes,Article Title,TPloading g.m2.y,%retention,TPretention g.m2.y,Wetland name,Wetland.name,clusters8
Qualls 2017,Accretion of Nutrients and Sediment by a Constructed Stormwater Treatment Wetland in the Lake Tahoe Basin,10.1111/1752-1688.12595,Tahoe City Wetland Treatment System,Palustrine,Emergent,Semipermanently Flooded,N,Neutral,Organic,,Urban,1,Urban,N,Flow through,1997,"US, California",0.23,39.1673,-120.147,sediment,16,16,0.4,Sediment,NA,NA,Single sampling covering 16 years of performance for constructed wetland,Accretion of Nutrients and Sediment by a Constructed Stormwater Treatment Wetland in the Lake Tahoe Basin,NA,NA,3.74,Tahoe City Wetland Treatment System,Tahoe City Wetland Treatment System,1
Raisin 1996,The role of small wetlands in catchment management: Their effect on diffuse agricultural pollutants,10.1002/iroh.19960810207,Humphrey's Wetland,Palustrine,Emergent,Seasonally Flooded/Saturated,N,No data,Mineral,,Runoff,1,Agriculture,Y,Flow through,1993,Australia,1.4,-36.4426719,146.1452608,daily,1,1,1.2,Water,ISCO,ISCO,,The role of small wetlands in catchment management: Their effect on diffuse agricultural pollutants,0,38,0,Humphrey's Wetland,Humphrey's Wetland,3
Reddy 2021,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,,STA-3 Cell 3B,Palustrine,Emergent,Permanently Flooded,N,No data,Organic,,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",,26.6283579,-80.60076826,sediment,14,14,844,Sediment,NA,NA,For some reason don't report retention for these sites,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,0.66,NA,NA,STA-3 Cell 3B,STA-3 Cell 3B,3
Reddy 2021,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,,STA-3 WFW,Palustrine,Emergent,Permanently Flooded,N,No data,Organic,,Runoff,2,Wetland,N,Flow through,2002,"US, Florida",,26.6283579,-80.60076826,sediment,14,14,1820,Sediment,NA,NA,"TP input is from water data, but removal is from sediment data",Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,0.74,78.38,0.58,STA-3 WFW,STA-3 WFW,3
Reddy 2021,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,10.1002/ecs2.3787,STA-2 FW1,Palustrine,Emergent,Permanently Flooded,N,No data,Organic,,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",,26.6283579,-80.60076826,sediment,14,14,743,Sediment,NA,NA,"TP input is from water data, but removal is from sediment data",Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,0.85,88,0.75,STA-2 FW1,STA-2 FW1,3
Reddy 2021,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,,STA-3 Cell 3A,Palustrine,Emergent,Permanently Flooded,N,No data,Organic,,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",,26.6283579,-80.60076826,sediment,14,14,976,Sediment,NA,NA,For some reason don't report retention for these sites,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,1.34,NA,NA,STA-3 Cell 3A,STA-3 Cell 3A,3
Reddy 2021,Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,,STA-2 FW2,Palustrine,Aquatic Bed,Permanently Flooded,N,No data,Organic,,Runoff,1,Wetland,N,Flow through,2002,"US, Florida",,26.6283579,-80.60076826,sediment,14,14,928,Sediment,NA,NA,"TP input is from water data, but removal is from sediment data",Long-term accumulation of macro- and secondary elements in subtropical treatment wetlands,1.55,74,1.15,STA-2 FW2,STA-2 FW2,3
Regmi 2003,Comparative studies of vegetated and non-vegetated submerged-flow wetlands treating primary lagoon effluent,,Unvegetated Wetland,Palustrine,Unconsolidated Bottom,Saturated,Y,Alkaline,Mineral,WWT,Wastewater,1,NA,N,Flow through,1998,"US, Missouri",NA,38.98916179,-92.36528325,monthly,2,2,0.0009,Water,Constant,Constant,,Comparative studies of vegetated and non-vegetated submerged-flow wetlands treating primary lagoon effluent,76.65,NA,NA,Unvegetated Wetland,Unvegetated Wetland,1
Regmi 2003,Comparative studies of vegetated and non-vegetated submerged-flow wetlands treating primary lagoon effluent,,Vegetated Wetland,Palustrine,Emergent,Saturated,Y,Alkaline,Mineral,WWT,Wastewater,1,NA,N,Flow through,1998,"US, Missouri",NA,38.98916179,-92.36528325,monthly,2,2,0.0009,Water,Constant,Constant,,Comparative studies of vegetated and non-vegetated submerged-flow wetlands treating primary lagoon effluent,76.65,NA,NA,Vegetated Wetland,Vegetated Wetland,1
Reinhardt 2005,Phosphorus retention in small constructed wetlands treating agricultural drainage water,10.2134/jeq2004.0325,Sonnhof 2001,Palustrine,Emergent,NA,N,No data,No data,,Runoff,2,Agriculture,N,Flow through,2001,Switzerland,,47.12904216,8.202179281,daily,2,2,0.235,Water,ISCO,ISCO,,Phosphorus retention in small constructed wetlands treating agricultural drainage water,4.78,23,1.1,Sonnhof 2001,Sonnhof 2001,3
Robotham 2021,Sediment and Nutrient Retention in Ponds on an Agricultural Stream: Evaluating Effectiveness for Diffuse Pollution Mitigation,,Downstream Pond,Palustrine,Aquatic Bed,Intermittently Exposed,N,Neutral,No data,,Stream/River,1,Agriculture,Y,Flow through,2016,United Kingdom,16.3,51.85645,-1.51276,bimonthly,NA,5,0.0156,Water,Event Sampling (then assume Constant,event,DIDN'T CALCULATE ANNUAL LOAD. Or at least don't present the data.,Sediment and Nutrient Retention in Ponds on an Agricultural Stream: Evaluating Effectiveness for Diffuse Pollution Mitigation,NA,NA,NA,Downstream Pond,Downstream Pond,2
Robotham 2021,Sediment and Nutrient Retention in Ponds on an Agricultural Stream: Evaluating Effectiveness for Diffuse Pollution Mitigation,10.3390/w13121640,Upstream Pond,Palustrine,Aquatic Bed,Intermittently Exposed,N,Neutral,No data,,Stream/River,1,Agriculture,Y,Flow through,2016,United Kingdom,16.3,51.85645,-1.51276,bimonthly,NA,5,0.0145,Water,Event Sampling (then assume Constant,event,DIDN'T CALCULATE ANNUAL LOAD. Or at least don't present the data.,Sediment and Nutrient Retention in Ponds on an Agricultural Stream: Evaluating Effectiveness for Diffuse Pollution Mitigation,NA,NA,NA,Upstream Pond,Upstream Pond,2
Robotham 2021,Sediment and Nutrient Retention in Ponds on an Agricultural Stream: Evaluating Effectiveness for Diffuse Pollution Mitigation,,Center Pond,Palustrine,Aquatic Bed,Intermittently Exposed,N,Neutral,No data,,Stream/River,1,Agriculture,Y,Flow through,2016,United Kingdom,16.3,51.85645,-1.51276,bimonthly,NA,5,0.0126,Water,Event Sampling (then assume Constant,event,DIDN'T CALCULATE ANNUAL LOAD. Or at least don't present the data.,Sediment and Nutrient Retention in Ponds on an Agricultural Stream: Evaluating Effectiveness for Diffuse Pollution Mitigation,NA,NA,NA,Center Pond,Center Pond,2
Ronkanen 2009,Long-term phosphorus and nitrogen removal processes and preferential flow paths in Northern constructed peatlands,,Mellanaava,Palustrine,Emergent,Permanently Flooded,N,No data,Mineral,WWT,Wastewater,NA,NA,N,Flow through,2002,Finland,,66.16641599,29.12564558,bimonthly,7,4,5.4,Water,Constant,Constant,,Long-term phosphorus and nitrogen removal processes and preferential flow paths in Northern constructed peatlands,NA,NA,NA,Mellanaava,Mellanaava,1
Ronkanen 2009,Long-term phosphorus and nitrogen removal processes and preferential flow paths in Northern constructed peatlands,,Puutiosuo,Palustrine,Emergent,Permanently Flooded,N,No data,Organic,Peat extraction,Runoff,NA,Wetland,N,Flow through,1992,Finland,,65.68291487,26.08654235,bimonthly,3,3,6,Water,Constant,Constant,,Long-term phosphorus and nitrogen removal processes and preferential flow paths in Northern constructed peatlands,0.01,52,0.01,Puutiosuo,Puutiosuo,3
Ronkanen 2009,Long-term phosphorus and nitrogen removal processes and preferential flow paths in Northern constructed peatlands,,Ruka,Palustrine,Emergent,Permanently Flooded,N,No data,Mineral,WWT,Wastewater,NA,NA,N,Flow through,1995,Finland,,66.16641599,29.12564558,bimonthly,1,8,0.6,Water,Constant,Constant,,Long-term phosphorus and nitrogen removal processes and preferential flow paths in Northern constructed peatlands,19.44,83,16.14,Ruka,Ruka,1
Rucker 2010,Nutrient retention function of a stream wetland complex-A high-frequency monitoring approach,10.1016/j.ecoleng.2008.12.035,Duvenseebach,Palustrine,Emergent,Seasonally Flooded/Saturated,N,No data,Organic,WWT,Stream/River,NA,Agriculture,N,Floodplain,2004,Germany,28,54.15160733,10.38798386,daily,1,1,52,Water,ISCO,ISCO,,Nutrient retention function of a stream wetland complex-A high-frequency monitoring approach,2.04,NA,NA,Duvenseebach,Duvenseebach,2
Sánchez-Carrillo 2021,Long-term nutrient dynamics in Las Tablas de Daimiel reveal the wetland has undergone enormous functional changes during the last 38 years (1980-2018),10.23818/limn.40.11,Las Tablas de Daimiel,Palustrine,Emergent,Seasonally Flooded,N,No data,Mixed,,Runoff,NA,Floodplain,N,Floodplain,1980,Spain,13000,39.13342482,-3.716677431,monthly,NA,10,1800,Water,NA,NA,,Long-term nutrient dynamics in Las Tablas de Daimiel reveal the wetland has undergone enormous functional changes during the last 38 years (1980-2018),2.23,NA,NA,Las Tablas de Daimiel,Las Tablas de Daimiel,3
Schaafsma 1999,"An evaluation of a constructed wetland to treat wastewater from a dairy farm in Maryland, USA",,Frederick County Dairy Farm Wetland,Palustrine,Aquatic Bed,Intermittently Exposed,Y,Neutral,No data,,Wastewater,,Agriculture,N,Isolated,1995,"US, Maryland",,39.54171631,-77.38332257,monthly,2,2,0.42,Water,NA,NA,"No inflow data, but there wasn't really inflow water so much as just runoff from the surrounding area and the milkhouse effluent into the system","An evaluation of a constructed wetland to treat wastewater from a dairy farm in Maryland, USA",NA,95.86,NA,Frederick County Dairy Farm Wetland,Frederick County Dairy Farm Wetland,2
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 2,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.01475,52.19452428,-7.241260182,weekly,6,5,2.2966,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 2,Anne Valley ICW 2,3
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 6,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0098,52.19452428,-7.241260182,weekly,6,5,1.2691,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 6,Anne Valley ICW 6,3
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 4,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0092,52.19452428,-7.241260182,weekly,6,5,1.0327,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 4,Anne Valley ICW 4,3
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 3,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0054,52.19452428,-7.241260182,weekly,6,5,1.0288,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 3,Anne Valley ICW 3,3
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 9,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0048,52.19452428,-7.241260182,weekly,6,5,0.7964,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 9,Anne Valley ICW 9,3
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 10,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0021,52.19452428,-7.241260182,weekly,6,5,0.4375,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 10,Anne Valley ICW 10,3
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 5,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.004,52.19452428,-7.241260182,weekly,6,5,0.394,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 5,Anne Valley ICW 5,2
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 8,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0023,52.19452428,-7.241260182,weekly,6,5,0.394,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 8,Anne Valley ICW 8,2
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,10.1016/j.biosystemseng.2007.03.021,Anne Valley ICW 1,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,0.0045,52.19452428,-7.241260182,weekly,6,5,0.3906,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 1,Anne Valley ICW 1,2
Scholz 2007,Integrated Constructed Wetlands assessment and design for phosphate removal,,Anne Valley ICW 7,Palustrine,Aquatic Bed,Semipermanently Flooded,N,No data,No data,WWT,Wastewater,NA,Agriculture,N,Flow through,,Ireland,NA,52.19452428,-7.241260182,weekly,6,5,0.3075,Water,NA,NA,"Lots of data, but no inflow data (even though they say they measured it.....)",Integrated Constructed Wetlands assessment and design for phosphate removal,NA,NA,NA,Anne Valley ICW 7,Anne Valley ICW 7,2
Senzia 2003,Eutrophic-water treatment using a hybrid system of stabilization ponds and constructed wetlands,,XingYun Lake,Palustrine,Emergent,Permanently Flooded,Y,Neutral,No data,WWT,Runoff,6,Urban,N,Coastal,2001,China,,24.31854878,102.7654911,monthly,3,3,0.0935,Water,NA,NA,Did the calculations to change units to gP/m2/year. Was originally mg/L,Eutrophic-water treatment using a hybrid system of stabilization ponds and constructed wetlands,31.23,68.83,21.5,XingYun Lake,XingYun Lake,1
Seo 2010,Nutrient uptake and release in ponds under long-term and short-term lotus (Nelumbo nucifera) cultivation: Influence of compost application,,Pond 2,Palustrine,Emergent,Permanently Flooded,N,Neutral,No data,,Wastewater,1,Agriculture,N,Flow through,2007,South Korea,,34.90728104,127.1420306,bimonthly,20,1,0.145,Water,Constant,Constant,,Nutrient uptake and release in ponds under long-term and short-term lotus (Nelumbo nucifera) cultivation: Influence of compost application,18.12,68.42,12.4,Pond 2,Pond 2,3
Seo 2010,Nutrient uptake and release in ponds under long-term and short-term lotus (Nelumbo nucifera) cultivation: Influence of compost application,10.1016/j.ecoleng.2010.06.015,Pond 1,Palustrine,Emergent,Permanently Flooded,N,Neutral,No data,,Wastewater,1,Agriculture,N,Flow through,2007,South Korea,,34.90728104,127.1420306,bimonthly,1,1,0.2673,Water,Constant,Constant,,Nutrient uptake and release in ponds under long-term and short-term lotus (Nelumbo nucifera) cultivation: Influence of compost application,226.8,87.5,198.45,Pond 1,Pond 1,3
Shan 2002,"Transport and retention of phosphorus pollutants in the landscape with a traditional, multipond system",10.1023/A:1015886316782,Liuchahe Multipond system,Palustrine,Aquatic Bed,Permanently Flooded,N,No data,Mineral,,Stream/River,193,Agriculture,N,Flow through,1995,China,6.916,31.63299,117.4881,event,NA,2,43.2,Water,Constant,Constant,Shaky data. Retention rates are from just one time point (that's all the data they present). But outputs from each timepoint are good!,"Transport and retention of phosphorus pollutants in the landscape with a traditional, multipond system",0.36,93.9,0.62,Liuchahe Multipond system,Liuchahe Multipond system,2
Shilton 2006,Phosphorus removal by an 'active' slag filter-a decade of full scale experience,,Waiuku Wastewater Treatment Plant 03-04,Palustrine,Aquatic Bed,Permanently Flooded,Y,No data,Mineral,WWT,Wastewater,2,Urban,N,Flow through,2003,New Zealand,,-37.251,174.735,biweekly,10,1,10.6,Water,NA,NA,,Phosphorus removal by an 'active' slag filter-a decade of full scale experience,59.23,-3.49,-2.07,Waiuku Wastewater Treatment Plant 03-04,Waiuku Wastewater Treatment Plant 03-04,1
Shukla 2017,Shifting nutrient sink and source functions of stormwater detention areas in sub-tropics,10.1016/j.ecoleng.2017.01.034,Stormwater Detention area Year 1,Palustrine,Emergent,Seasonally Flooded,Y,No data,Mineral,Pumped,Runoff,NA,Wetland,Y,Flow through,2008,"US, FL",,26.83605699,-81.37633217,event,9,2,14.16,Water,ISCO,ISCO,,Shifting nutrient sink and source functions of stormwater detention areas in sub-tropics,0.18,-45,-0.09,Stormwater Detention area Year 1,Stormwater Detention area Year 1,3
